"Source","Target"
Samuel Beal,church
Samuel Beal,armed services
Lionel John Beale,medical
Frank Carr Beard,medical
William Beattie,medical
R C Beavan,armed services
x Beechey,armed services
Hermann Beigel,medical
C W  Bowdler Bell,armed services
James Bell,political
John Bell (2),artist
William Abraham Bell,medical
William Abraham Bell,business
William Abraham Bell,photographer
Edward Bellamy,literary
Henry Walter Bellew,armed services
Henry Walter Bellew,medical
William Painter Belliss,business
Adolph Bendir,business
Thomas Bendyshe,academic
John Bennett,business
W F G Benson,chemist
William Ralph Benson,legal
Richard Bentley,business
George Bertram,business
Camille Bertrand,medical
x Best,armed services
John Henry Biddles,legal
John Bilderbeck,medical
Theodor Bilharz,medical
Andrew Black,artist
William Blackmore,legal
William Blackmore,museum work
T A Blakely,armed services
Henry Jules Blanc,medical
Albert Taylor Bledsoe,legal
David Blellock,legal
John Hillier Blount,medical
Henry S Boase,medical
Anatoly Petrovich Bogdanoff,academic
Edward B Bogg,armed services
Edward B Bogg,medical
Henry George Bohn,publisher
John Peter Boileau,aristocracy
William Bollaert,literary
William Bollaert,chemist
William Bollaert,geographer
William Bollaert,ethnologist
Louis Lucien Bonaparte,aristocracy
Louis Lucien Bonaparte,academic
Louis Lucien Bonaparte,political
E Bonavia,medical
E Bonavia,museum work
George Bonavia,artist
Charles Radcliffe Bond,medical
George Bonham,aristocracy
George Bonham,administrative
W C Bonnerjee,legal
T  George Bonney,church
Evert Julius Bonsdorff,anatomist
Evert Julius Bonsdorff,zoologist
Evert Julius Bonsdorff,medical
James Bonsor,business
James Bonwick,educator
James Bonwick,literary
Cunningham Borthwick,aristocracy
Cunningham Borthwick,political
Joseph Bosworth,church
Joseph Bosworth,academic
Beriah Botfield,political
x Boucher de Crevecoeur de Perthes,academic
x Boudin,medical
Brasseur de Bourbourg,literary
Brasseur de Bourbourg,ethnographer
Brasseur de Bourbourg,historian
Brasseur de Bourbourg,archaeologist
x Bourien,church
Philip Bourjeaurd,medical
Philip Bourjeaurd,inventor
Sydney Edward Bouverie Bouverie-Pusey,literary
Thomas William Bowman,academic
John Bowring,administrative
John Bowring,political
William Henry Wentworth Bowyer,church
William Boxall,artist
William Boxall,museum work
William Binnington Boyce,church
Jacob Boys,legal
Edward William Brabrook,legal
Edward William Brabrook,civil service
Frederick Braby,ironmaker
Charles Holt Bracebridge,literary
Thomas Braddell,legal
Thomas Braddell,administrative
Antonio Brady,academic
Antonio Brady,armed services
P A Brady,medical
William Bragge,civil engineer
William Bragge,museum work
William Bragge,business
Thomas Henry Brain,church
Charles Brainsford,medical
Frank William Breach,business
A C Brebner,civil service
James Brebner,legal
John Briggs,armed services
John Briggs,literary
Lindsay Brine,armed services
John Brinton,business
John Brinton,political
Bernard Edward Brodhurst,medical
Benjamin Collins Brodie,aristocracy
Benjamin Collins Brodie,medical
David Brodie,medical
P B Brodie,church
Frederick Brome,armed services
James Brooke,Ruler
Henry (1) Brookes,political
x Brougham,aristocracy
x Brougham,political
Charles Cornish Brown,medical
Edwin Brown,business
George W  (1) Brown,business
John Allen Brown,goldsmith
John Harcourt Brown,armed services
J  Cave Browne,church
Thomas Henry Browne,church
Ernst Wilhelm Ritter von Brucke,academic
Ernst Wilhelm Ritter von Brucke,medical
George Bryant,civil service
Walter Buchannan,political
Ludwig Buchner,philosopher
Ludwig Buchner,medical
James Silk Buckingham,literary
W E Buckley,academic
W E Buckley,church
James Buckman,academic
William Bull,business
James Wentworth Buller,political
Henry Christopher Bunkell,business
x Bunsen,diplomacy
x Bunsen,academic
Henry Burden,medical
August Friedrich Marschall von Burgholzhausen,aristocracy
August Friedrich Marschall von Burgholzhausen,zoologist
August Friedrich Marschall von Burgholzhausen,geologist
Luke Burke,editor
Hermann Burmeister,zoologist
Hermann Burmeister,entomologist
Hermann Burmeister,botanist
Hermann Burmeister,herpetologist
Johann Karl Eduard Buschmann,philologist
George Busk,zoologist
George Busk,medical
George Busk,palaeontologist
William John Busteed,medical
William John Busteed,armed services
Charles Buxton,business
Charles Buxton,political
Isaac Byerley,medical
George Byham,civil service
Oliver Byrne,academic
Oliver Byrne,engineer
Oliver Byrne,mathematician
Benjamin Bond Cabbell,political
Benjamin Bond Cabbell,legal
Henry Callaway,church
Thomas Callaway,medical
Thomas Callaway,armed services
Luigi Calori,medical
Luigi Calori,academic
Frank Calvert,civil service
George Calvert,medical
Charles Duncan Cameron,diplomacy
Charles Duncan Cameron,armed services
Archibald Campbell,medical
Francis Campbell,medical
George (1) Campbell,administrative
George (1) Campbell,political
George (1) Campbell,legal
James Campbell,medical
James Campbell,armed services
Robert Campbell,business
Robert Campbell,explorer
Walter Campbell,armed services
Francis Campin,business
William Camps,medical
Jean-Francois Caplin,medical
Charles Capper,political
William D Carey,armed services
John Burford Carlill,medical
Samuel Cartwright,academic
Samuel Cartwright,medical
Facundo Carulla,inventor
Facundo Carulla,business
Carl Gustav Carus,academic
Carl Gustav Carus,artist
Carl Gustav Carus,medical
John Cassell,business
Fran̤ois Louis Nompar de Caumont La Force Castelnau,aristocracy
Fran̤ois Louis Nompar de Caumont La Force Castelnau,explorer
Fran̤ois Louis Nompar de Caumont La Force Castelnau,naturalist
Henry James Castle,academic
Daniel de Castro,legal
George Catlin,artist
John Cavafy,medical
Richard Cavendish,political
Richard Cavendish,civil service
Richard Cavendish,aristocracy
"Antonio de La, jun Cerda",business
Edwin Chadwick,political
Charles Harcourt Chambers,legal
James Champley,medical
Frank Chance,medical
David Charles,church
Edward Charlesworth,palaeontologist
William Charlton,business
Frederick Chatfield,diplomacy
Robert Caesar Childers,academic
William Nathan Chipperfield,medical
William Nathan Chipperfield,academic
P H Chittenden,medical
T J Cholmondeley,aristocracy
T J Cholmondeley,armed services
William Dingle Chowne,medical
Henry Christy,business
Henry Christy,banker
James Graham Churcher,business
Henry Clare,church
x Clarendon,aristocracy
x Clarendon,diplomacy
x Clark,academic
Henry Clark,medical
James Clark,medical
James Clark,aristocracy
Hyde Clarke,business
John Clarke,church
John Clarke,academic
Robert Clarke,medical
Robert Clarke,administrative
William Henry Claus,business
William Aloysius Clavering,aristocracy
William Clay,aristocracy
William Clay,political
John Cleland,academic
John Cleland,medical
William James Clement,medical
William James Clement,political
John Clendinning,medical
H Clerk,armed services
Maurice Philip Clifford,church
F W Coates,medical
Frederick Cock,medical
John jun Cock,architect
James Coke,medical
Henry Cole,civil service
Henry Cole,inventor
Henry Cole,museum work
Richard Beverley Cole,medical
Vicat Cole,artist
Thomas Edward Colebrooke,aristocracy
Thomas Edward Colebrooke,political
Edmund Walter Coleman,medical
Edmund Walter Coleman,armed services
John Sherrard Coleman,legal
John Payne Collier,academic
John Payne Collier,artist
John Frederick Collingwood,literary
x Colonsay,aristocracy
x Colonsay,legal
x Colonsay,political
John Congreve,church
John Conolly,medical
Moncure Daniel Conway,church
Moncure Daniel Conway,historian
Moncure Daniel Conway,literary
William Fothergill Cooke,inventor
William Gifford Cookesley,church
William Gifford Cookesley,academic
Daniel Cooper,aristocracy
Daniel Cooper,legal
Holmes Coote,medical
Holmes Coote,academic
George Ford Copeland,medical
William C Copperthwaite,medical
Tullie Cornthwaite,church
William Cory,business
Frederick William Cosens,business
Handel Cossham,business
Handel Cossham,church
W Coulson,literary
W Coulson,legal
Samuel Courtauld,business
Joseph jun Cowen,political
Henry Augustus Cowper,diplomacy
Irwin Edward Bainbridge Cox,legal
Irwin Edward Bainbridge Cox,business
Irwin Edward Bainbridge Cox,political
J W  Conrad Cox,business
W T Cox,legal
James Coxe,medical
Thomas William Craster,medical
Frederick A B Crawfurd,armed services
John Crawfurd,medical
John Crawfurd,administrative
John Crawfurd,diplomacy
Oswald John Crawfurd,diplomacy
Oswald John Crawfurd,literary
Oswald John Crawfurd,journalist
W J Crichton,church
George Critchett,medical
J  McGregor Croft,medical
J  McGregor Croft,inventor
Thomas Francis Dillon Croker,antiquarian
Thomas Francis Dillon Croker,poet
J M Crolly,church
A G Cross,medical
Jonathan Sparrow Crowley,inventor
Jonathan Sparrow Crowley,business
Moore A Cuffe,academic
Richard Cull,church
Henry Syer Cuming,academic
Henry Syer Cuming,museum work
Richard S Cunliffe,engineer
Alexander Cunningham,armed services
Alexander Cunningham,academic
Manockjee Cursetjee,legal
Manockjee Cursetjee,business
Edward Barrett Hodges Curteis,armed services
John Richmond Cuthbert,business
Marie-Armand de Castera-Macaya D'Avezac,academic
Marie-Armand de Castera-Macaya D'Avezac,archivist
Marie-Armand de Castera-Macaya D'Avezac,geographer
Jean Baptiste Julien D'Omalius d'Halloy,academic
x Daa,historian
x Daa,ethnologist
x Daa,editor
x Daa,educator
David Dale,aristocracy
David Dale,business
G P Dall,medical
Eugene Dally,medical
Eugene Dally,anthropologist
G  Wythes Daniell,medical
William Freeman Daniell,medical
William Freeman Daniell,armed services
Robert Dukinfield Darbishire,legal
Robert Dukinfield Darbishire,philanthropist
Camille Dareste,academic
Camille Dareste,zoologist
George Russell Dartnell,medical
George Russell Dartnell,artist
Charles Darwin,naturalist
Charles Darwin,geologist
Erasmus (Ras) Darwin,medical
George Webbe Dasent,academic
George Webbe Dasent,translator
Samuel Davenport,aristocracy
John George Davey,medical
Jesse Conway Davies,medical
William Davies,medical
Edmund Francis Davis,legal
Edmund Francis Davis,business
George Henry Daw,business
William Boyd Dawkins,academic
William Boyd Dawkins,geologist
George Dawson,church
Octave Delepierre,legal
Octave Delepierre,diplomacy
Octave Delepierre,academic
Walter Cooper Dendy,medical
George Denman,political
George Denman,legal
George Dennis,administrative
x Derby (formerly Stanley),political
x Derby (formerly Stanley),aristocracy
x Derby (formerly Stanley),administrative
M Des Barres,legal
Jules Desnoyers,geologist
Jules Desnoyers,archaeologist
x Devonshire,aristocracy
x Devonshire,political
Hugh Welch Diamond,medical
Hugh Welch Diamond,photographer
Hugh Welch Diamond,psychiatrist
John Jun Dickinson,business
Henry Dickman,medical
Charles Sheffield Dickson,armed services
Ernest Dieffenbach,medical
Ernest Dieffenbach,academic
Charles Wentworth Dilke,aristocracy
Charles Wentworth Dilke,political
John Dingle,church
Jacob Ludwig Dohne,church
Jacob Ludwig Dohne,academic
John Donaldson,legal
John Donaldson,academic
John Donaldson,music
Cornelius Donovan,academic
Bernard Dorn,orientalist
John Langdon H Down,medical
John Langdon H Down,academic
Alexander Downing,medical
Arthur Edward Downing,armed services
James T J Doyle,medical
D I Drakeford,church
Gustavus Dressler,merchant
John Drummond,armed services
Paul Belloni Du Chaillu,academic
C A Du Val,artist
C A Du Val,photographer
Gustaf Von Duben,aristocracy
Gustaf Von Duben,academic
x Dublin,church
Frederick Duckworth,medical
R E Dudgeon,medical
Reginald R Dudley,medical
J R Duggan,business
Emile Duhousset,armed services
x Dumon,engineer
David Duncan,academic
Francis Duncan,armed services
Peter Martin Duncan,palaeoethnologist
R  Murray Dundas,aristocracy
Alfred John Dunkin,antiquarian
Alfred John Dunkin,historian
Alexander Milne Dunlop,business
Robert Dunn,medical
x Dunraven & Mountearl,aristocracy
x Dunraven & Mountearl,political
Robert Dyce,medical
William Thistleton Dyer,medical
Robert Eadie,business
Robert Eadie,ironmaker
George Windsor Earl,explorer
William Eassie,business
Joseph William Eastwood,medical
Alexander Ecker,anatomist
Alexander Ecker,anthropologist
Conrad Eckhard,academic
Conrad Eckhard,medical
Casper W Eddy,medical
John Edwards,legal
Charles William Eeles,armed services
Francis Egerton,aristocracy
Francis Egerton,political
George Granville Francis Egerton,aristocracy
George Granville Francis Egerton,political
x Egypt,Ruler
John Elder,business
x Eliot,aristocracy
x Eliot,political
John Ellerton,medical
Walter Elliot,civil service
Walter Elliot,academic
C H  Fairfax Ellis,armed services
James Ellis,medical
Jonathan W Elmes,armed services
John Elphinstone,business
Mountstuart Elphinstone,administrative
Jacob Epstein,business
John E Erichsen,aristocracy
John E Erichsen,medical
Victor Erlanger,aristocracy
Victor Erlanger,banker
William Erle,legal
Kennedy Erskine,armed services
William Euing,business
Edward Bickerton Evans,business
John Evans,academic
John Evans,archaeologist
John Evans,geologist
Richard Tonson Evanson,medical
William Ewart,political
William Ewart,legal
Edward John Eyre,explorer
Edward John Eyre,administrative
William Fairbairn,business
x Farquharson,medical
Adam Storey Farrar,church
J G Faught,armed services
J G Faught,medical
George Edgeworth Fenwick,medical
George Edgeworth Fenwick,educator
George Edgeworth Fenwick,editor
George Edgeworth Fenwick,literary
William Ferguson,botanist
William Ferguson,entomologist
Leopold Ferny,diplomacy
Alexander Fiddes,medical
Edwin Foxton Firby,academic
Frederick Firebrace,armed services
Robert Fischer,legal
Edward Gardiner Fishbourne,armed services
Anthony Lax Fisher,medical
Morton Coates Fisher,banker
Robert Fitzroy,administrative
Robert Fitzroy,armed services
William S Fitzwilliam,legal
George Fleming,armed services
George Fleming,veterinary surgeon
James William Fleming,medical
James William Fleming,armed services
Joseph Fletcher,legal
Alphonse de Fleuriot de Langle,aristocracy
Alphonse de Fleuriot de Langle,armed services
Walter Flight,academic
Walter Flight,mineralogist
John Wickham Flower,business
George Folsom,legal
George Folsom,diplomacy
George Folsom,political
David Forbes,mineralogist
David Forbes,metallurgist
David Forbes,chemist
Duncan W Forbes,medical
Joseph James Forrester,photographer
Joseph James Forrester,map maker
Joseph James Forrester,artist
Richard Fort,political
Balthazar Walter Foster,academic
Balthazar Walter Foster,medical
M Foster,medical
Robert Nicholas Fowler,political
Robert Nicholas Fowler,business
Charles Henry Fox,medical
William Henry Francklyne,armed services
Augustus Wollaston Franks,academic
Augustus Wollaston Franks,museum work
Alexander Adolphus Fraser,civil service
Thomas Fraser,legal
Henry Stanhope Freeman,administrative
x Freme,armed services
H  Albert Freuler,medical
William Freund,educator
William Freund,philologist
Anton Fritsch,academic
Anton Fritsch,museum work
Danby Palmer Fry,civil service
Danby Palmer Fry,legal
Michael Cudmore Furnell,medical
Albert Fytche,armed services
Paolo Gaddi,academic
Paolo Gaddi,medical
Paolo Gaddi,anatomist
Douglas Galton,business
Francis Galton,academic
Francis Galton,explorer
Francis Galton,inventor
Antonio Garbiglietti,academic
Antonio Garbiglietti,entomologist
John Gardiner,aristocracy
C T Gardner,diplomacy
E V Gardner,academic
Thomas B Gascoyne,armed services
John Peter Gassiot,business
x Gawler,administrative
x Gawler,armed services
David Gay,photographer
Alex  Nidda Genthe,medical
Alex  Nidda Genthe,legal
Alex  Nidda Genthe,artist
Paul Gervais,palaeontologist
Paul Gervais,entomologist
George Duncan Gibb,medical
Craig Gibson,medical
Enrico Hillyer Giglioli,academic
Enrico Hillyer Giglioli,museum work
Joseph Gill,civil engineer
William Gillespie,academic
Andrew Gilmour,medical
x Giraldes,medical
James William Glass,artist
J  S  Stuart Glennie,academic
John Hawley Glover,administrative
George Grenfell Glyn,political
Edwin Goadby,literary
Edwin Goadby,editor
x Gobineau,aristocracy
x Gobineau,literary
x Gobineau,diplomacy
William Goddard,medical
Thomas Godrich,medical
Augustus Goldsmid,legal
Isaac Lyon Goldsmid,aristocracy
Isaac Lyon Goldsmid,business
Charles Rowland Goodman,medical
Richard Thomas Gore,medical
A L  (pere) Gosse,medical
Hippolyte-Jean Gosse,medical
John Gould,ornithologist
John Gould,artist
James Gowans,architect
D G Goyder,church
x Granville,medical
x Granville,inventor
Pierre Gratiolet,academic
Ryves William Graves,medical
John Grayling,medical
Frederick King Green,medical
George Courthope Green,business
George Bellas Greenough,academic
Henry Greenway,medical
William Greenwell,church
William Greenwell,archaeologist
William Rathbone Greg,business
Alexander Gregg,church
Walter Gregor,church
Charles Edward Grey,aristocracy
Charles Edward Grey,administrative
Charles Edward Grey,political
George Grey,armed services
George Grey,explorer
George Grey,administrative
Henry Rowland Ellison Grey,diplomacy
Henry Rowland Ellison Grey,armed services
x Gribble,church
H G Gridley,political
H G Gridley,armed services
Frederick Griffin,music
Frederick Griffin,literary
Lepel Griffin,administrative
Lepel Griffin,literary
Lepel Griffin,civil service
Francis Griffiths,medical
Francis Griffiths,academic
James Oliff Griffits,legal
John Grover,armed services
Joseph Tatton Russell Groves,business
Augustus Guest,legal
William Vernon Guise,aristocracy
John Gunn,church
John Henry Gurney,political
Alexander Guthrie,business
James Guthrie,business
Johann Franz ('Julius') Haast,academic
Johann Georg Hahn,diplomacy
Johann Georg Hahn,philologist
Henry Hallam,academic
Ernst Hallier,academic
Ernst Hallier,botanist
Ernst Hallier,mycologist
Alexander C Hamilton,armed services
C D Hammond,medical
William Alexander Hammond,medical
William Alexander Hammond,armed services
Henry Fletcher Hance,diplomacy
James Ronaldson Handyside,medical
Richard Davis Hanson,legal
Clarence Harcourt,legal
William Harding,medical
William Hardman,editor
William Hardman,legal
William Hardman,political
Henry Harland,medical
C E Harle,medical
Samuel Harraden,business
F W Harrer,church
Arthur B Harris,medical
James Penn Harris,medical
William Cornwallis Harris,armed services
Charles (1) Harrison,legal
William Henry Harrison,photographer
Alfred Edmund Harriss,legal
Ernest Abraham Hart,medical
John Harvey,medical
John E Harvey,business
Frederick Augustus Haserick,merchant
John Hastings,medical
Richard Haughton,academic
Samuel Foster Haven,archaeologist
Samuel Foster Haven,anthropologist
George Hawkins,business
Walter Hawkins,collector
John Hay,church
W E Hay,armed services
Ferdinand Vandeveer Hayden,academic
Ferdinand Vandeveer Hayden,medical
Ferdinand Vandeveer Hayden,geologist
Edward Charles Healey,publisher
Dunbar Isidore Heath,church
G J D Heath,armed services
John Heaton,business
Alexander Hector,business
Alexander Hector,diplomacy
Peter Christian Heldman,academic
W G Helsby,photographer
Alexander Henderson,church
P Henderson,diplomacy
Robert Henderson,business
Alfred Gutteres Henriques,legal
Joseph Henry,academic
M H Henry,medical
James Hepburn,academic
Robert Hepburn,medical
Maximilian Herz,medical
T P Heslop,medical
Alfred Hewlett,business
James Heywood,political
James Higgin,business
Alfred Higgins,civil service
x Hildebrand,academic
George Hill,medical
L  Doake Hill,medical
L  Doake Hill,armed services
R  Harvey Hilliard,medical
x Hincks,church
x Hincks,academic
Benjamin Hinde,medical
Benjamin Hinde,armed services
August Hirsch,medical
August Hirsch,academic
Wilhelm His,academic
Wilhelm His,anatomist
x Hitchman,medical
W Hitchman,medical
W G E Hobbs,educator
von Hochstetter,academic
von Hochstetter,geologist
Thomas Hodge,artist
Thomas (1) Hodgkin,medical
Brian Houghton Hodgson,administrative
Brian Houghton Hodgson,civil service
Kirkman Daniel Hodgson,political
"x Hoeven, Van der",academic
"x Hoeven, Van der",zoologist
J W Holgate,medical
James Holland,armed services
Robert Hollond,political
x Holmberg,naturalist
H  le Hon,artist
H  le Hon,academic
Joseph Hooker,academic
Frederick William Hope,church
Frederick William Hope,entomologist
James Hope,civil service
John Baker Hopkins,literary
John Camden Hotten,academic
x Houghton,aristocracy
Edward Price Houghton,medical
C F Howard,civil service
Henry Hoyle Howorth,legal
Henry Hoyle Howorth,political
Henry Hoyle Howorth,geologist
Charles William Hoyland,medical
Henry Hudson,medical
Robinson Hudson,medical
Richard Hughes,medical
Hamilton J Hulcee,medical
Thomas Humble,medical
"Alexander Humboldt, Von",academic
"Alexander Humboldt, Von",explorer
"Alexander Humboldt, Von",aristocracy
Augustus H Hunt,ironmaker
George S  Lennon Hunt,diplomacy
James Hunt,medical
John (2) Hunt,business
William Wilson Hunter,academic
William Wilson Hunter,civil service
H A Husband,medical
Jonathan Hutchinson,medical
Thomas Henry Huxley,academic
Josef Hyrtl,academic
Josef Hyrtl,anatomist
William Imrie,business
Joseph Ince,academic
Robert Ingham,political
John Inglis,church
Robert M Inman,medical
A Ioannides,medical
Arthur Constantine Ionides,collector
Alexander Isbester,legal
x Isenburg,church
George James Ivey,armed services
Henry (the father) Jackson,medical
Henry (the son) Jackson,academic
Henry Willan Jackson,medical
Henry William (1) Jackson,medical
J  Hughlings Jackson,medical
J  Hughlings Jackson,academic
Le Grand Jacob,armed services
x Jagor,academic
x Jagor,explorer
George Alexander James,armed services
Horatio Gay James,business
F H Janson,business
William Jardine,aristocracy
William Jardine,academic
John Jarratt,church
John Moore Jeffcott,legal
John Moore Jeffcott,antiquarian
John Moore Jeffcott,archaeologist
William S Jeffery,business
Edmund Jeffries,business
William Jennings,translator
William Jennings,church
Leonard Jenyns LATER Blomefield,church
William Jepson,medical
Henry Edward Jessop,medical
Augustus Jessopp,academic
Augustus Jessopp,church
Henry Johnson,inventor
x Johore,Ruler
C  Treasure Jones,diplomacy
John Jones,diplomacy
Robert Jones,church
William Jones,medical
William Arthur Jones,church
Algernon Joy,armed services
Ernst Juch,artist
Francisco Delgado Jugo,medical
J  Beete Jukes,geologist
J  Beete Jukes,naturalist
J Kaines,medical
x Kaup,museum work
x Kaup,naturalist
J W  (1) Kaye,publisher
William Keene,business
William Kelly,legal
William Kelly,literary
William Henry Kemm,church
James (1) Kennedy,legal
Richard Hartley Kennedy,medical
Richard Hartley Kennedy,armed services
Richard Hartley Kennedy,administrative
Claude Buchanan Ker,medical
James Kernahan,church
W B Kesteven,medical
Nicolai de Khanikof,traveller
Nicolai de Khanikof,map maker
William Kincaid,armed services
David King,medical
Richard King,medical
Richard King,explorer
S W King,church
William King,academic
Charles Kingsley,academic
Charles Kingsley,literary
Charles Kingsley,church
Richard Kirwan,church
Richard Kirwan,academic
Samuel Kisch,medical
J L Knapp,church
Robert Knox,medical
de Koninck,palaeontologist
de Koninck,chemist
Isidor Kopernicki,medical
Isidor Kopernicki,armed services
Isidor Kopernicki,anthropologist
Isidor Kopernicki,museum work
Samuel Harley Kough,legal
William White La Barte,church
George Lade,medical
Samuel Laing,political
Samuel Laing,business
Jones Lamprey,medical
Jones Lamprey,armed services
John Lancaster,business
John Lancaster,political
Vavasour Joseph Lane,medical
Vavasour Joseph Lane,armed services
Augustus Henry Lane Fox later Pitt Rivers,armed services
Augustus Henry Lane Fox later Pitt Rivers,academic
Augustus Henry Lane Fox later Pitt Rivers,museum work
Andrew Lang,literary
Samuel Lang,political
William Lang,armed services
Edouard Lartet,academic
Robert Gordon Latham,academic
Robert Gordon Latham,medical
Robert Gordon Latham,ethnologist
Robert Gordon Latham,philologist
John Zachariah Laurence,medical
Joseph Law,medical
Edward Lawford,medical
Edward (1) Lawrence,business
Frederick Lawrence,legal
Frederick Lawrence,literary
William Lawrence,aristocracy
William Lawrence,medical
Austen Henry Layard,political
Austen Henry Layard,diplomacy
Austen Henry Layard,academic
Austen Henry Layard,archaeologist
Frederick George Lee,church
John Lee (2),academic
John Lee (2),legal
John Edward Lee,business
Richard Lee,medical
Conrad Leemans,museum work
J G S Lefevre,administrative
x Lefroy,armed services
x Lefroy,administrative
William Benjamin Leggatt,civil engineer
Louis Leguay,architect
Louis Leguay,archaeologist
Joseph Leidy,palaeontologist
Arthur Charles Wriothesley Lennox,academic
Arthur Charles Wriothesley Lennox,geologist
Richard Lepsius,egyptologist
Richard Lepsius,linguist
Richard Lepsius,archaeologist
Samuel Allen Letts,business
Karl Georg Friedrich Rudolf Leuckart,zoologist
W  Hanks Levy,medical
Malcolm Lewin,legal
Charles Francis Lewis,medical
Gustaf Lindstrom,palaeontologist
Joseph Lister,medical
F T Littey,medical
W J Little,medical
Edmund Lloyd,medical
William Lockhart,medical
William Lockhart,church
Abraham Logan,legal
J R Logan,editor
J R Logan,legal
x Londesborough,aristocracy
x Londesborough,political
William Long,business
William Longman,book seller
William Longman,publisher
Henry Lonsdale,medical
Henry Lonsdale,literary
Edward Lord,business
Basil Lovery,educator
x Lovewell,armed services
Mark Anthony Lower,academic
John Lubbock,business
John Lubbock,political
John Lubbock,academic
Johann Constantin August Lucae,academic
Johann Constantin August Lucae,anatomist
Thomas Lucas,medical
William Charles Lucy,business
J W Lukis,academic
William Collings Lukis,antiquarian
William Collings Lukis,church
William Collings Lukis,archaeologist
Edward Lund,academic
Edward Lund,medical
John Alfred Lush,medical
John Alfred Lush,political
Philip Powys Lybbe Lybbe,political
Philip Powys Lybbe Lybbe,legal
Charles Lyell,geologist
Charles Lyell,legal
Henry Bowden Lyle,medical
William MacDonald,medical
John Mackenzie,medical
John Mackenzie,armed services
Kenneth Robert Henderson Mackenzie,linguist
Kenneth Robert Henderson Mackenzie,orientalist
Draper Mackinder,medical
Lauchlan Mackinnon,business
Daniel Mackintosh,geomorphologist
Daniel Mackintosh,ethnologist
J Mackrell,legal
Charles Donald Maclean,civil service
Hector Maclean,educator
Samuel Maclean,medical
George Macleay,explorer
George Macleay,political
Andrew Maclure,artist
Charles Malcolm,armed services
William Elphinstone Malcolm,armed services
William Elphinstone Malcolm,landowner
Alfred Mallalieu,business
Robert James Mann,educator
Robert James Mann,medical
Robert James Mann,meteorologist
Clements Robert Markham,academic
Clements Robert Markham,explorer
Matthew Henry Marsh,legal
Matthew Henry Marsh,political
x Marshale,aristocracy
Peter Marshall,business
William Marshall,political
H  Victor Martin,medical
J  Ranald Martin,medical
J  Ranald Martin,armed services
John (2) Martin,medical
Richard Biddulph Martin,aristocracy
Richard Biddulph Martin,banker
Richard Biddulph Martin,political
x Martin-Magron,medical
x Martin-Magron,academic
Nicholas Martindale,business
James Wood Mason,academic
James Wood Mason,museum work
Joseph Mason,church
Henry Garland Matthews,armed services
Samuel E Maunsell,medical
Samuel E Maunsell,armed services
Edward V Maur,aristocracy
Edward V Maur,political
Alfred Maury,academic
Alfred Maury,medical
George Maw,business
Peter Benson Maxwell,legal
Edward Hooper May,medical
John Edwin Mayall,photographer
Joseph Mayer,business
William Frederick Mayers,diplomacy
Thomas Mayne,medical
John S Mayson,business
