"person_name","gender_id","birth_year","death_year","data_source_id","ceda_id","religion_id","occupation_id","location_id","society_id","club_id"
Francis Galton,1,1822,1911,1,6,NA,22,1,11,2
Francis Galton,1,1822,1911,1,6,NA,22,1,11,39
Francis Galton,1,1822,1911,1,6,NA,22,1,21,2
Francis Galton,1,1822,1911,1,6,NA,22,1,21,39
Francis Galton,1,1822,1911,1,6,NA,28,1,8,2
Francis Galton,1,1822,1911,1,6,NA,28,1,8,39
Francis Galton,1,1822,1911,1,6,NA,28,1,11,2
Francis Galton,1,1822,1911,1,6,NA,28,1,11,39
Francis Galton,1,1822,1911,1,6,NA,28,1,21,2
Francis Galton,1,1822,1911,1,6,NA,28,1,21,39
Antonio Garbiglietti,1,1807,1887,1,4,NA,7,30,NA,NA
Antonio Garbiglietti,1,1807,1887,1,4,NA,47,30,NA,NA
Felix Garden,1,NA,NA,1,4,NA,NA,3,NA,NA
John Gardiner,1,1814,1868,1,4,NA,21,1,NA,8
C T Gardner,1,NA,NA,1,3,NA,13,1,8,NA
C T Gardner,1,NA,NA,1,3,NA,13,8,8,NA
C T Gardner,1,NA,NA,1,6,NA,13,1,8,NA
C T Gardner,1,NA,NA,1,6,NA,13,8,8,NA
Charles Henry Gardner,1,NA,1872,1,4,NA,NA,1,NA,NA
Charles Henry Gardner,1,NA,1872,1,6,NA,NA,1,NA,NA
E V Gardner,1,NA,NA,1,3,NA,7,1,9,NA
E V Gardner,1,NA,NA,1,3,NA,7,3,9,NA
E V Gardner,1,NA,NA,1,6,NA,7,1,9,NA
E V Gardner,1,NA,NA,1,6,NA,7,3,9,NA
Peter Gardner,1,NA,1872,1,3,NA,NA,1,NA,NA
Peter Gardner,1,NA,1872,1,6,NA,NA,1,NA,NA
William H Garrett,1,NA,NA,1,4,NA,NA,1,NA,21
Thomas B Gascoyne,1,NA,NA,1,3,NA,4,1,NA,2
John Peter Gassiot,1,1797,1877,1,3,NA,16,1,14,2
John Peter Gassiot,1,1797,1877,1,3,NA,16,1,21,2
John Peter Gassiot,1,1797,1877,1,3,NA,16,1,38,2
John Peter Gassiot,1,1797,1877,1,6,NA,16,1,14,2
John Peter Gassiot,1,1797,1877,1,6,NA,16,1,21,2
John Peter Gassiot,1,1797,1877,1,6,NA,16,1,38,2
Charles Henry Gatty,1,1836,1903,1,4,NA,NA,3,11,2
Charles Henry Gatty,1,1836,1903,1,4,NA,NA,3,16,2
Charles Henry Gatty,1,1836,1903,1,4,NA,NA,3,30,2
J Gaus,1,NA,NA,1,4,NA,NA,4,NA,NA
x Gawler,1,1795,1869,1,3,NA,4,18,NA,NA
x Gawler,1,1795,1869,1,3,NA,29,18,NA,NA
David Gay,1,1826,NA,1,4,NA,23,1,NA,NA
Alex  Nidda Genthe,1,NA,1870,1,4,NA,3,1,NA,NA
Alex  Nidda Genthe,1,NA,1870,1,4,NA,3,19,NA,NA
Alex  Nidda Genthe,1,NA,1870,1,4,NA,10,1,NA,NA
Alex  Nidda Genthe,1,NA,1870,1,4,NA,10,19,NA,NA
Alex  Nidda Genthe,1,NA,1870,1,4,NA,11,1,NA,NA
Alex  Nidda Genthe,1,NA,1870,1,4,NA,11,19,NA,NA
x Georgei,1,NA,NA,1,4,NA,NA,1,NA,NA
Paul Gervais,1,1816,1879,1,4,NA,35,21,11,NA
Paul Gervais,1,1816,1879,1,4,NA,47,21,11,NA
George Duncan Gibb,1,1821,1876,1,4,NA,3,1,11,NA
George Duncan Gibb,1,1821,1876,1,4,NA,3,6,11,NA
George Duncan Gibb,1,1821,1876,1,6,NA,3,1,11,NA
George Duncan Gibb,1,1821,1876,1,6,NA,3,6,11,NA
Craig Gibson,1,1813,1874,1,4,NA,3,3,NA,NA
George Stacey Gibson,1,1818,1883,1,2,1,NA,3,119,NA
George Stacey Gibson,1,1818,1883,1,4,1,NA,3,119,NA
Enrico Hillyer Giglioli,1,1845,1909,1,3,NA,7,9,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,3,NA,7,30,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,3,NA,19,9,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,3,NA,19,30,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,4,NA,7,9,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,4,NA,7,30,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,4,NA,19,9,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,4,NA,19,30,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,6,NA,7,9,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,6,NA,7,30,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,6,NA,19,9,NA,NA
Enrico Hillyer Giglioli,1,1845,1909,1,6,NA,19,30,NA,NA
Joseph Gill,1,NA,NA,1,4,NA,14,4,NA,NA
William Gillespie,1,NA,1875,1,3,NA,7,6,NA,NA
William Gillespie,1,NA,1875,1,6,NA,7,6,NA,NA
Andrew Gilmour,1,NA,1910,1,4,NA,3,6,27,NA
x Giraldes,1,1808,1875,1,4,NA,3,21,NA,NA
James William Glass,1,1825,1857,1,3,NA,10,1,NA,NA
x Glasse,1,NA,NA,1,3,NA,NA,NA,NA,NA
Spyridon Glaucopides,1,NA,NA,1,4,NA,NA,1,NA,NA
Spyridon Glaucopides,1,NA,NA,1,6,NA,NA,1,NA,NA
Albert Gledstanes,1,NA,NA,1,3,NA,NA,NA,NA,NA
J  S  Stuart Glennie,1,1841,1910,1,4,NA,7,1,NA,2
John Hawley Glover,1,1829,1885,1,4,NA,29,4,NA,NA
George Grenfell Glyn,1,1824,1887,1,3,NA,5,1,NA,NA
Edwin Goadby,1,1837,NA,1,4,NA,1,3,NA,NA
Edwin Goadby,1,1837,NA,1,4,NA,20,3,NA,NA
x Gobineau,1,1816,1882,1,4,NA,1,14,NA,NA
x Gobineau,1,1816,1882,1,4,NA,1,50,NA,NA
x Gobineau,1,1816,1882,1,4,NA,13,14,NA,NA
x Gobineau,1,1816,1882,1,4,NA,13,50,NA,NA
x Gobineau,1,1816,1882,1,4,NA,21,14,NA,NA
x Gobineau,1,1816,1882,1,4,NA,21,50,NA,NA
William Goddard,1,1839,1907,1,4,NA,3,3,NA,NA
Thomas Godrich,1,NA,NA,1,4,NA,3,1,27,NA
Augustus Goldsmid,1,1818,1874,1,4,NA,11,1,9,10
Augustus Goldsmid,1,1818,1874,1,4,NA,11,1,9,35
Augustus Goldsmid,1,1818,1874,1,4,NA,11,1,34,10
Augustus Goldsmid,1,1818,1874,1,4,NA,11,1,34,35
Augustus Goldsmid,1,1818,1874,1,6,NA,11,1,9,10
Augustus Goldsmid,1,1818,1874,1,6,NA,11,1,9,35
Augustus Goldsmid,1,1818,1874,1,6,NA,11,1,34,10
Augustus Goldsmid,1,1818,1874,1,6,NA,11,1,34,35
Isaac Lyon Goldsmid,1,1778,1859,1,3,NA,16,NA,NA,NA
Isaac Lyon Goldsmid,1,1778,1859,1,3,NA,21,NA,NA,NA
Thomas Gole,1,NA,NA,1,3,NA,NA,NA,NA,NA
Thomas Gooch,1,NA,NA,1,4,NA,NA,1,NA,NA
William Gooch,1,NA,NA,1,4,NA,NA,3,NA,NA
Charles Rowland Goodman,1,NA,NA,1,4,NA,3,3,2,NA
Arthur Gordon Gordon,1,NA,NA,1,4,NA,NA,3,NA,NA
Arthur Gordon Gordon,1,NA,NA,1,4,NA,NA,4,NA,NA
Richard Thomas Gore,1,1799,1881,1,3,NA,3,3,2,NA
Richard Thomas Gore,1,1799,1881,1,4,NA,3,3,2,NA
Richard Thomas Gore,1,1799,1881,1,6,NA,3,3,2,NA
A L  (pere) Gosse,1,1791,1873,1,4,NA,3,43,NA,NA
Hippolyte-Jean Gosse,1,1834,1901,1,4,NA,3,43,NA,NA
John Gould,1,1804,1881,1,3,NA,10,18,NA,2
John Gould,1,1804,1881,1,3,NA,67,18,NA,2
Charles Edward Gover,1,1835,1872,1,4,NA,NA,7,26,NA
Charles Edward Gover,1,1835,1872,1,4,NA,NA,7,51,NA
James Gowans,1,1821,1890,1,4,NA,26,6,NA,NA
James Gowans,1,1821,1890,1,6,NA,26,6,NA,NA
D G Goyder,1,1796,1878,1,3,NA,6,3,NA,NA
x Granville,1,1833,1900,1,3,NA,3,NA,NA,NA
x Granville,1,1833,1900,1,3,NA,22,NA,NA,NA
Pierre Gratiolet,1,1815,1865,1,4,NA,7,21,12,NA
John Grattan,1,NA,NA,1,4,NA,NA,12,2,NA
Ryves William Graves,1,NA,1882,1,4,NA,3,3,2,NA
Ryves William Graves,1,NA,1882,1,6,NA,3,3,2,NA
John Grayling,1,NA,NA,1,4,NA,3,3,2,NA
Frederick Green,1,NA,NA,1,4,NA,NA,1,NA,NA
Frederick King Green,1,1842,1915,1,4,NA,3,3,2,NA
Frederick King Green,1,1842,1915,1,6,NA,3,3,2,NA
George Courthope Green,1,NA,1875,1,4,NA,16,25,NA,NA
George Courthope Green,1,NA,1875,1,6,NA,16,25,NA,NA
Sidney Faithhorn Green,1,1841,1916,1,4,NA,NA,3,NA,NA
George Bellas Greenough,1,1778,1855,1,3,NA,7,NA,11,2
George Bellas Greenough,1,1778,1855,1,3,NA,7,NA,21,2
Henry Greenway,1,NA,NA,1,4,NA,3,3,NA,NA
William Greenwell,1,1820,1918,1,3,NA,6,3,9,NA
William Greenwell,1,1820,1918,1,3,NA,6,3,21,NA
William Greenwell,1,1820,1918,1,3,NA,6,3,96,NA
William Greenwell,1,1820,1918,1,3,NA,6,3,123,NA
William Greenwell,1,1820,1918,1,3,NA,18,3,9,NA
William Greenwell,1,1820,1918,1,3,NA,18,3,21,NA
William Greenwell,1,1820,1918,1,3,NA,18,3,96,NA
William Greenwell,1,1820,1918,1,3,NA,18,3,123,NA
William Greenwell,1,1820,1918,1,4,NA,6,3,9,NA
William Greenwell,1,1820,1918,1,4,NA,6,3,21,NA
William Greenwell,1,1820,1918,1,4,NA,6,3,96,NA
William Greenwell,1,1820,1918,1,4,NA,6,3,123,NA
William Greenwell,1,1820,1918,1,4,NA,18,3,9,NA
William Greenwell,1,1820,1918,1,4,NA,18,3,21,NA
William Greenwell,1,1820,1918,1,4,NA,18,3,96,NA
William Greenwell,1,1820,1918,1,4,NA,18,3,123,NA
William Greenwell,1,1820,1918,1,6,NA,6,3,9,NA
William Greenwell,1,1820,1918,1,6,NA,6,3,21,NA
William Greenwell,1,1820,1918,1,6,NA,6,3,96,NA
William Greenwell,1,1820,1918,1,6,NA,6,3,123,NA
William Greenwell,1,1820,1918,1,6,NA,18,3,9,NA
William Greenwell,1,1820,1918,1,6,NA,18,3,21,NA
William Greenwell,1,1820,1918,1,6,NA,18,3,96,NA
William Greenwell,1,1820,1918,1,6,NA,18,3,123,NA
Edward Greey,1,1835,1888,1,4,NA,NA,1,NA,NA
William Rathbone Greg,1,1809,1881,1,3,NA,16,1,124,2
William Rathbone Greg,1,1809,1881,1,6,NA,16,1,124,2
Alexander Gregg,1,1819,1893,1,4,NA,6,1,NA,NA
Alexander Gregg,1,1819,1893,1,4,NA,6,5,NA,NA
Walter Gregor,1,1825,1897,1,4,NA,6,6,65,40
Walter Gregor,1,1825,1897,1,4,NA,6,6,125,40
Walter Gregor,1,1825,1897,1,6,NA,6,6,65,40
Walter Gregor,1,1825,1897,1,6,NA,6,6,125,40
J R Gregory,1,NA,NA,1,4,NA,NA,1,NA,NA
Charles Edward Grey,1,1785,1865,1,3,NA,5,3,NA,2
Charles Edward Grey,1,1785,1865,1,3,NA,21,3,NA,2
Charles Edward Grey,1,1785,1865,1,3,NA,29,3,NA,2
George Grey,1,1812,1898,1,2,NA,4,3,NA,2
George Grey,1,1812,1898,1,2,NA,4,17,NA,2
George Grey,1,1812,1898,1,2,NA,28,3,NA,2
George Grey,1,1812,1898,1,2,NA,28,17,NA,2
George Grey,1,1812,1898,1,2,NA,29,3,NA,2
George Grey,1,1812,1898,1,2,NA,29,17,NA,2
George Grey,1,1812,1898,1,3,NA,4,3,NA,2
George Grey,1,1812,1898,1,3,NA,4,17,NA,2
George Grey,1,1812,1898,1,3,NA,28,3,NA,2
George Grey,1,1812,1898,1,3,NA,28,17,NA,2
George Grey,1,1812,1898,1,3,NA,29,3,NA,2
George Grey,1,1812,1898,1,3,NA,29,17,NA,2
George Grey,1,1812,1898,1,6,NA,4,3,NA,2
George Grey,1,1812,1898,1,6,NA,4,17,NA,2
George Grey,1,1812,1898,1,6,NA,28,3,NA,2
George Grey,1,1812,1898,1,6,NA,28,17,NA,2
George Grey,1,1812,1898,1,6,NA,29,3,NA,2
George Grey,1,1812,1898,1,6,NA,29,17,NA,2
Henry Rowland Ellison Grey,1,1834,1909,1,3,NA,4,3,NA,NA
Henry Rowland Ellison Grey,1,1834,1909,1,3,NA,4,8,NA,NA
Henry Rowland Ellison Grey,1,1834,1909,1,3,NA,13,3,NA,NA
Henry Rowland Ellison Grey,1,1834,1909,1,3,NA,13,8,NA,NA
Henry Rowland Ellison Grey,1,1834,1909,1,6,NA,4,3,NA,NA
Henry Rowland Ellison Grey,1,1834,1909,1,6,NA,4,8,NA,NA
Henry Rowland Ellison Grey,1,1834,1909,1,6,NA,13,3,NA,NA
Henry Rowland Ellison Grey,1,1834,1909,1,6,NA,13,8,NA,NA
x Gribble,1,1807,1878,1,2,NA,6,3,NA,NA
x Gribble,1,1807,1878,1,2,NA,6,28,NA,NA
H G Gridley,1,1820,NA,1,4,NA,4,1,NA,5
H G Gridley,1,1820,NA,1,4,NA,5,1,NA,5
Frederick Griffin,1,1813,1885,1,4,NA,1,1,NA,NA
Frederick Griffin,1,1813,1885,1,4,NA,25,1,NA,NA
Lepel Griffin,1,1838,1908,1,4,NA,1,1,NA,NA
Lepel Griffin,1,1838,1908,1,4,NA,29,1,NA,NA
Lepel Griffin,1,1838,1908,1,4,NA,43,1,NA,NA
Lepel Griffin,1,1838,1908,1,6,NA,1,1,NA,NA
Lepel Griffin,1,1838,1908,1,6,NA,29,1,NA,NA
Lepel Griffin,1,1838,1908,1,6,NA,43,1,NA,NA
John Griffith,1,NA,NA,1,3,NA,NA,NA,NA,NA
Richard Trygarn Griffith,1,1788,1866,1,3,NA,NA,1,NA,NA
Richard Trygarn Griffith,1,1788,1866,1,3,NA,NA,25,NA,NA
Francis Griffiths,1,NA,NA,1,4,NA,3,3,2,NA
Francis Griffiths,1,NA,NA,1,4,NA,3,3,3,NA
Francis Griffiths,1,NA,NA,1,4,NA,3,3,23,NA
Francis Griffiths,1,NA,NA,1,4,NA,3,3,126,NA
Francis Griffiths,1,NA,NA,1,4,NA,7,3,2,NA
Francis Griffiths,1,NA,NA,1,4,NA,7,3,3,NA
Francis Griffiths,1,NA,NA,1,4,NA,7,3,23,NA
Francis Griffiths,1,NA,NA,1,4,NA,7,3,126,NA
J C Griffiths,1,NA,NA,1,3,NA,NA,NA,NA,NA
Richard Clewin Griffiths,1,NA,NA,1,3,NA,NA,NA,NA,NA
James Oliff Griffits,1,1821,NA,1,4,NA,11,1,NA,NA
James Oliff Griffits,1,1821,NA,1,6,NA,11,1,NA,NA
John Grover,1,NA,NA,1,3,NA,4,NA,21,2
John Grover,1,NA,NA,1,3,NA,4,NA,21,19
Charles Groves,1,1793,1866,1,4,NA,NA,3,NA,NA
Joseph Tatton Russell Groves,1,NA,NA,1,4,NA,16,1,NA,NA
Augustus Guest,1,NA,NA,1,3,NA,11,NA,NA,NA
William Vernon Guise,1,1816,1887,1,3,NA,21,3,11,2
William Vernon Guise,1,1816,1887,1,3,NA,21,3,16,2
William Vernon Guise,1,1816,1887,1,6,NA,21,3,11,2
William Vernon Guise,1,1816,1887,1,6,NA,21,3,16,2
John Gunn,1,1801,1890,1,4,NA,6,3,11,NA
John Gunn,1,1801,1890,1,4,NA,6,3,127,NA
Henry Francis Jeune Guppy,1,NA,NA,1,4,NA,NA,51,NA,NA
Samuel Guppy,1,1790,1875,1,4,NA,NA,1,NA,NA
Samuel Guppy,1,1790,1875,1,4,NA,NA,3,NA,NA
John Henry Gurney,1,1819,1890,1,2,1,5,1,NA,2
John Henry Gurney,1,1819,1890,1,2,1,5,3,NA,2
John Henry Gurney,1,1819,1890,1,3,1,5,1,NA,2
John Henry Gurney,1,1819,1890,1,3,1,5,3,NA,2
Alexander Guthrie,1,1796,1865,1,3,NA,16,1,NA,NA
James Guthrie,1,NA,1900,1,3,NA,16,1,NA,NA
James Guthrie,1,NA,1900,1,3,NA,16,6,NA,NA
James Guthrie,1,NA,1900,1,6,NA,16,1,NA,NA
James Guthrie,1,NA,1900,1,6,NA,16,6,NA,NA
Johann Franz ('Julius') Haast,1,1822,1887,1,3,NA,7,17,21,NA
Johann Franz ('Julius') Haast,1,1822,1887,1,6,NA,7,17,21,NA
Johann Georg Hahn,1,NA,NA,1,4,NA,13,50,NA,NA
Johann Georg Hahn,1,NA,NA,1,4,NA,49,50,NA,NA
William Hall,1,NA,NA,1,3,NA,NA,NA,NA,NA
Henry Hallam,1,1777,1859,1,3,NA,7,NA,21,2
Ernst Hallier,1,1831,1904,1,4,NA,7,19,NA,NA
Ernst Hallier,1,1831,1904,1,4,NA,27,19,NA,NA
Ernst Hallier,1,1831,1904,1,4,NA,68,19,NA,NA
Alexander C Hamilton,1,NA,NA,1,3,NA,4,1,NA,NA
Alexander C Hamilton,1,NA,NA,1,3,NA,4,3,NA,NA
Alexander C Hamilton,1,NA,NA,1,3,NA,4,52,NA,NA
Alexander C Hamilton,1,NA,NA,1,6,NA,4,1,NA,NA
Alexander C Hamilton,1,NA,NA,1,6,NA,4,3,NA,NA
Alexander C Hamilton,1,NA,NA,1,6,NA,4,52,NA,NA
Archibald Hamilton,1,1818,1880,1,3,NA,NA,3,NA,2
Archibald Hamilton,1,1818,1880,1,6,NA,NA,3,NA,2
Rowland Hamilton,1,NA,NA,1,3,NA,NA,1,NA,5
Rowland Hamilton,1,NA,NA,1,3,NA,NA,7,NA,5
Rowland Hamilton,1,NA,NA,1,6,NA,NA,1,NA,5
Rowland Hamilton,1,NA,NA,1,6,NA,NA,7,NA,5
C D Hammond,1,NA,NA,1,4,NA,3,1,NA,NA
William Alexander Hammond,1,1828,1900,1,4,NA,3,5,NA,NA
William Alexander Hammond,1,1828,1900,1,4,NA,4,5,NA,NA
Henry Fletcher Hance,1,1827,1886,1,4,NA,13,8,NA,NA
H J B Hancock,1,NA,NA,1,4,NA,NA,3,8,NA
James Ronaldson Handyside,1,1798,1873,1,4,NA,3,15,NA,NA
Richard Davis Hanson,1,1805,1876,1,4,NA,11,1,NA,NA
Richard Davis Hanson,1,1805,1876,1,4,NA,11,18,NA,NA
Richard Davis Hanson,1,1805,1876,1,6,NA,11,1,NA,NA
Richard Davis Hanson,1,1805,1876,1,6,NA,11,18,NA,NA
Edward B Harbour,1,NA,1865,1,4,NA,NA,8,NA,NA
Clarence Harcourt,1,NA,1909,1,4,NA,11,1,NA,NA
Clarence Harcourt,1,NA,1909,1,6,NA,11,1,NA,NA
Charles Harding,1,NA,NA,1,4,NA,NA,1,8,NA
Charles Harding,1,NA,NA,1,4,NA,NA,1,15,NA
Charles Harding,1,NA,NA,1,4,NA,NA,1,35,NA
William Harding,1,1809,1890,1,4,NA,3,1,2,NA
William Harding,1,1809,1890,1,4,NA,3,1,128,NA
William Harding,1,1809,1890,1,6,NA,3,1,2,NA
William Harding,1,1809,1890,1,6,NA,3,1,128,NA
William Hardman,1,1828,1890,1,4,NA,5,1,8,NA
William Hardman,1,1828,1890,1,4,NA,5,1,34,NA
William Hardman,1,1828,1890,1,4,NA,11,1,8,NA
William Hardman,1,1828,1890,1,4,NA,11,1,34,NA
William Hardman,1,1828,1890,1,4,NA,20,1,8,NA
William Hardman,1,1828,1890,1,4,NA,20,1,34,NA
Charles J Harland,1,NA,NA,1,4,NA,NA,3,NA,NA
Henry Harland,1,NA,NA,1,4,NA,3,3,NA,NA
C E Harle,1,NA,NA,1,4,NA,3,1,2,NA
Thomas Harlin,1,1832,1913,1,4,NA,NA,3,11,NA
Thomas Harlin,1,1832,1913,1,4,NA,NA,3,21,NA
Thomas Harlin,1,1832,1913,1,4,NA,NA,3,129,NA
Thomas Harlin,1,1832,1913,1,4,NA,NA,3,130,NA
J A W Harper,1,NA,NA,1,4,NA,NA,1,NA,NA
Samuel Harraden,1,NA,NA,1,4,NA,16,1,NA,NA
Samuel Harraden,1,NA,NA,1,6,NA,16,1,NA,NA
F W Harrer,1,NA,NA,1,3,NA,6,NA,NA,NA
Arthur B Harris,1,NA,NA,1,4,NA,3,3,NA,NA
Arthur B Harris,1,NA,NA,1,6,NA,3,3,NA,NA
James Penn Harris,1,1817,1892,1,4,NA,3,3,2,NA
James Penn Harris,1,1817,1892,1,6,NA,3,3,2,NA
William Cornwallis Harris,1,1807,1848,1,3,NA,4,NA,NA,NA
Charles (1) Harrison,1,NA,NA,1,2,NA,11,1,9,NA
Charles (1) Harrison,1,NA,NA,1,2,NA,11,1,15,NA
Charles (1) Harrison,1,NA,NA,1,3,NA,11,1,9,NA
Charles (1) Harrison,1,NA,NA,1,3,NA,11,1,15,NA
Charles (1) Harrison,1,NA,NA,1,6,NA,11,1,9,NA
Charles (1) Harrison,1,NA,NA,1,6,NA,11,1,15,NA
William G S Harrison,1,NA,NA,1,3,NA,NA,1,NA,NA
William Henry Harrison,1,1840,1897,1,4,NA,23,1,NA,NA
William Henry Harrison,1,1840,1897,1,6,NA,23,1,NA,NA
Alfred Edmund Harriss,1,NA,NA,1,4,NA,11,7,NA,NA
Alfred Edmund Harriss,1,NA,NA,1,6,NA,11,7,NA,NA
Ernest Abraham Hart,1,1835,1898,1,4,NA,3,1,2,NA
John Harvey,1,NA,NA,1,4,NA,3,1,NA,NA
John E Harvey,1,NA,1879,1,3,NA,16,1,NA,2
John E Harvey,1,NA,1879,1,3,NA,16,53,NA,2
John E Harvey,1,NA,1879,1,6,NA,16,1,NA,2
John E Harvey,1,NA,1879,1,6,NA,16,53,NA,2
Frederick Augustus Haserick,1,1828,1902,1,4,NA,61,3,NA,41
Frederick Augustus Haserick,1,1828,1902,1,4,NA,61,3,NA,42
Frederick Augustus Haserick,1,1828,1902,1,4,NA,61,19,NA,41
Frederick Augustus Haserick,1,1828,1902,1,4,NA,61,19,NA,42
Frederick Augustus Haserick,1,1828,1902,1,6,NA,61,3,NA,41
Frederick Augustus Haserick,1,1828,1902,1,6,NA,61,3,NA,42
Frederick Augustus Haserick,1,1828,1902,1,6,NA,61,19,NA,41
Frederick Augustus Haserick,1,1828,1902,1,6,NA,61,19,NA,42
James Hastie,1,1848,1897,1,4,NA,NA,3,NA,NA
John Hastings,1,NA,NA,1,3,NA,3,NA,NA,NA
Richard Haughton,1,1782,1867,1,4,NA,7,3,26,NA
Samuel Foster Haven,1,1806,1881,1,4,NA,18,5,NA,NA
Samuel Foster Haven,1,1806,1881,1,4,NA,37,5,NA,NA
George Hawkins,1,NA,NA,1,4,NA,16,1,64,NA
George Hawkins,1,NA,NA,1,6,NA,16,1,64,NA
Walter Hawkins,1,NA,NA,1,3,NA,15,1,9,NA
Walter Hawkins,1,NA,NA,1,3,NA,15,1,64,NA
Walter Hawkins,1,NA,NA,1,3,NA,15,1,113,NA
John Hay,1,NA,NA,1,3,NA,6,1,NA,NA
W E Hay,1,NA,NA,1,4,NA,4,1,NA,NA
Ferdinand Vandeveer Hayden,1,1829,1887,1,3,NA,3,5,NA,NA
Ferdinand Vandeveer Hayden,1,1829,1887,1,3,NA,7,5,NA,NA
Ferdinand Vandeveer Hayden,1,1829,1887,1,3,NA,9,5,NA,NA
Ferdinand Vandeveer Hayden,1,1829,1887,1,6,NA,3,5,NA,NA
Ferdinand Vandeveer Hayden,1,1829,1887,1,6,NA,7,5,NA,NA
Ferdinand Vandeveer Hayden,1,1829,1887,1,6,NA,9,5,NA,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,3,33,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,3,135,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,3,136,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,3,137,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,3,138,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,34,33,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,34,135,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,34,136,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,34,137,NA
Thomas Hayle,1,1808,1886,1,4,NA,NA,34,138,NA
R W Haynes,1,NA,NA,1,3,NA,NA,1,15,NA
William Stephens Hayward,1,1835,1870,1,4,NA,NA,3,NA,NA
Edward Charles Healey,1,1845,1906,1,4,NA,39,3,36,NA
Edward Charles Healey,1,1845,1906,1,6,NA,39,3,36,NA
Dunbar Isidore Heath,1,1816,1888,1,4,NA,6,1,15,13
Dunbar Isidore Heath,1,1816,1888,1,4,NA,6,1,26,13
Dunbar Isidore Heath,1,1816,1888,1,4,NA,6,3,15,13
Dunbar Isidore Heath,1,1816,1888,1,4,NA,6,3,26,13
Dunbar Isidore Heath,1,1816,1888,1,6,NA,6,1,15,13
Dunbar Isidore Heath,1,1816,1888,1,6,NA,6,1,26,13
Dunbar Isidore Heath,1,1816,1888,1,6,NA,6,3,15,13
Dunbar Isidore Heath,1,1816,1888,1,6,NA,6,3,26,13
G J D Heath,1,NA,1880,1,4,NA,4,7,NA,NA
G J D Heath,1,NA,1880,1,6,NA,4,7,NA,NA
John Heaton,1,1818,1897,1,4,NA,16,3,NA,NA
Alexander Hector,1,1810,1875,1,4,NA,13,1,NA,NA
Alexander Hector,1,1810,1875,1,4,NA,13,54,NA,NA
Alexander Hector,1,1810,1875,1,4,NA,16,1,NA,NA
Alexander Hector,1,1810,1875,1,4,NA,16,54,NA,NA
Peter Christian Heldman,1,1808,1866,1,3,NA,7,NA,NA,NA
W G Helsby,1,1828,1891,1,4,NA,23,3,NA,NA
Alexander Henderson,1,1804,NA,1,3,NA,6,55,NA,NA
Alexander Henderson,1,1804,NA,1,6,NA,6,55,NA,NA
David Mitchell Henderson,1,NA,NA,1,4,NA,NA,4,NA,NA
David Mitchell Henderson,1,NA,NA,1,4,NA,NA,6,NA,NA
David Mitchell Henderson,1,NA,NA,1,4,NA,NA,49,NA,NA
David Mitchell Henderson,1,NA,NA,1,6,NA,NA,4,NA,NA
David Mitchell Henderson,1,NA,NA,1,6,NA,NA,6,NA,NA
David Mitchell Henderson,1,NA,NA,1,6,NA,NA,49,NA,NA
P Henderson,1,NA,NA,1,4,NA,13,1,NA,NA
P Henderson,1,NA,NA,1,4,NA,13,4,NA,NA
P Henderson,1,NA,NA,1,6,NA,13,1,NA,NA
P Henderson,1,NA,NA,1,6,NA,13,4,NA,NA
Robert Henderson,1,1811,1871,1,3,NA,16,3,NA,NA
Alfred Gutteres Henriques,1,1829,1908,1,4,NA,11,1,11,NA
Joseph Henry,1,1797,1878,1,3,NA,7,5,139,NA
Joseph Henry,1,1797,1878,1,6,NA,7,5,139,NA
M H Henry,1,NA,NA,1,4,NA,3,5,NA,NA
James Hepburn,1,1811,1869,1,3,NA,7,5,NA,NA
Robert Hepburn,1,NA,NA,1,3,NA,3,1,NA,NA
Robert Hepburn,1,NA,NA,1,6,NA,3,1,NA,NA
John Mason Hepworth,1,NA,NA,1,4,NA,NA,3,NA,13
John Mason Hepworth,1,NA,NA,1,6,NA,NA,3,NA,13
Henry A Hertz,1,NA,NA,1,4,NA,NA,1,NA,NA
Maximilian Herz,1,1837,1890,1,4,NA,3,13,NA,NA
Maximilian Herz,1,1837,1890,1,4,NA,3,56,NA,NA
Matthew Heslop,1,NA,NA,1,4,NA,NA,3,NA,NA
